yob,gender,province_territory,hh_income,vote_for
1956,Man,Ontario,105000,Conservative Party
1962,Man,Ontario,160000,Conservative Party
1964,Woman,Quebec,100000,Conservative Party
1949,Man,British Columbia,49000,Conservative Party
1949,Woman,Alberta,48000,Liberal Party
1990,Man,Alberta,75000,Conservative Party
1976,Woman,Ontario,135000,Liberal Party
1965,Woman,Ontario,63000,Conservative Party
1974,Man,Alberta,120000,Conservative Party
1977,Woman,Quebec,10000,Bloc Québécois
1955,Man,Saskatchewan,140000,Conservative Party
1955,Woman,Manitoba,84000,Liberal Party
1970,Man,Saskatchewan,80000,Conservative Party
1981,Man,Alberta,142000,Conservative Party
1959,Woman,Ontario,32000,Conservative Party
1990,Woman,Saskatchewan,60000,Liberal Party
1957,Woman,British Columbia,120000,Conservative Party
1946,Woman,Alberta,20000,Conservative Party
1991,Woman,Alberta,105000,Conservative Party
1967,Woman,Quebec,100000,Liberal Party
1947,Woman,British Columbia,40000,Green Party
1986,Man,Ontario,99000,ndp
1953,Woman,British Columbia,75000,Green Party
1950,Man,Manitoba,84000,Conservative Party
1953,Woman,Quebec,18000,Bloc Québécois
1980,Woman,Ontario,79000,Conservative Party
1977,Woman,Ontario,100000,Liberal Party
1950,Man,Manitoba,65000,Liberal Party
1976,Man,Ontario,60000,Conservative Party
1961,Man,Saskatchewan,70000,ndp
1948,Man,Alberta,50000,Conservative Party
1986,Man,Saskatchewan,65000,Conservative Party
1989,Woman,British Columbia,3500,ndp
1970,Woman,Alberta,63000,Conservative Party
1959,Man,Ontario,150000,Green Party
1970,Man,Quebec,108000,Liberal Party
1978,Woman,Alberta,60000,Liberal Party
1968,Woman,Ontario,15000,Liberal Party
1951,Woman,Ontario,70000,Conservative Party
1980,Man,Quebec,100000,Liberal Party
1989,Woman,Ontario,55000,Liberal Party
1981,Woman,Ontario,175000,Liberal Party
1966,Woman,Ontario,300000,Conservative Party
1977,Woman,Ontario,250000,Liberal Party
1984,Man,British Columbia,38000,ndp
1999,Man,Quebec,16000,Liberal Party
1986,Man,Ontario,250000,Conservative Party
1947,Man,Quebec,120000,Liberal Party
1991,Woman,Ontario,13500,Liberal Party
1986,Man,Quebec,100000,Bloc Québécois
1935,Woman,Saskatchewan,70000,Liberal Party
1941,Woman,Alberta,30000,Conservative Party
1972,Man,Alberta,108000,Conservative Party
1958,Woman,Alberta,80000,Liberal Party
1964,Woman,Quebec,76000,Conservative Party
1987,Woman,Ontario,100000,Liberal Party
1963,Woman,Quebec,70000,Liberal Party
1991,Woman,Quebec,70000,ndp
1967,Man,British Columbia,55000,ndp
1953,Man,Quebec,100000,Liberal Party
1979,Woman,Quebec,45000,Bloc Québécois
1981,Man,Quebec,90000,ndp
1956,Woman,Quebec,75000,Conservative Party
1953,Man,Quebec,70000,Liberal Party
1977,Woman,British Columbia,120000,Conservative Party
2001,Woman,Ontario,135000,ndp
1970,Woman,Ontario,88000,Liberal Party
1952,Woman,Saskatchewan,50000,Conservative Party
1970,Man,Ontario,15000,Liberal Party
1992,Man,Ontario,15000,People's Party
1955,Woman,Quebec,18000,Liberal Party
1968,Woman,Quebec,200000,Bloc Québécois
1941,Man,British Columbia,39000,Liberal Party
1941,Man,Ontario,120000,Conservative Party
1981,Woman,Quebec,18800,Bloc Québécois
1960,Woman,Ontario,25000,Another party (please specify)
1920,Man,Quebec,160000,Another party (please specify)
1998,Man,Manitoba,54500,Conservative Party
1947,Man,Ontario,61,Liberal Party
1957,Man,Quebec,36000,People's Party
1960,Man,Ontario,125000,Conservative Party
1990,Woman,Quebec,90000,Conservative Party
1946,Man,Quebec,50000,Bloc Québécois
1952,Woman,British Columbia,38000,Liberal Party
1947,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Quebec,24500,Liberal Party
1992,Woman,Quebec,500000,ndp
1941,Man,Ontario,90000,Conservative Party
1962,Man,Ontario,50000,Conservative Party
1955,Man,Ontario,125000,ndp
1994,Woman,Alberta,50000,ndp
1948,Woman,Ontario,80000,Conservative Party
1987,Man,Manitoba,10000,Conservative Party
1958,Woman,Alberta,45000,Conservative Party
1999,Woman,Ontario,3000,Green Party
1948,Man,Saskatchewan,19000,ndp
1952,Woman,Alberta,31000,Conservative Party
1951,Man,Ontario,35000,Conservative Party
1957,Woman,Alberta,76000,Conservative Party
1989,Woman,Alberta,75000,Green Party
1991,Man,British Columbia,53000,Liberal Party
1949,Woman,Ontario,32000,Green Party
1993,Man,Quebec,52000,Bloc Québécois
1945,Woman,Alberta,103000,Liberal Party
1989,Man,Alberta,35000,ndp
1985,Woman,Ontario,78000,ndp
1990,Man,Ontario,60000,ndp
1957,Man,Ontario,100000,Liberal Party
1997,Woman,Alberta,70000,Conservative Party
1951,Woman,Ontario,28000,ndp
1958,Woman,British Columbia,75000,People's Party
1989,Woman,Ontario,18000,ndp
1943,Man,British Columbia,59000,ndp
1985,Man,Ontario,130000,Conservative Party
1986,Man,Quebec,45000,Conservative Party
1960,Woman,British Columbia,131000,Green Party
1960,Man,Alberta,110000,Conservative Party
1990,Woman,Ontario,99000,Liberal Party
1947,Man,Quebec,80000,Liberal Party
1951,Man,Quebec,100000,Bloc Québécois
1991,Woman,Ontario,120000,Conservative Party
1954,Woman,British Columbia,27600,Liberal Party
1952,Man,Quebec,52000,Conservative Party
1951,Woman,British Columbia,18000,Liberal Party
1961,Woman,Manitoba,75000,ndp
2000,Woman,Ontario,70000,Liberal Party
1948,Man,Quebec,50000,Conservative Party
1991,Man,Ontario,76000,Conservative Party
1996,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Alberta,4000,ndp
1944,Woman,Quebec,20000,Bloc Québécois
1998,Woman,Manitoba,22000,ndp
1950,Man,Ontario,50000,ndp
1943,Woman,Ontario,109000,Liberal Party
1951,Woman,Quebec,70000,Liberal Party
1956,Woman,British Columbia,35000,Liberal Party
1990,Man,Ontario,50000,ndp
1992,Man,Quebec,56000,ndp
1994,Man,Ontario,52000,Liberal Party
1998,Woman,Ontario,40000,Green Party
1990,Woman,Quebec,60000,Liberal Party
1960,Woman,Quebec,75000,Green Party
1987,Woman,Quebec,120000,Conservative Party
1994,Woman,Alberta,25000,ndp
1985,Woman,Alberta,150000,ndp
1960,Woman,Manitoba,205000,Liberal Party
1952,Man,Quebec,80000,Another party (please specify)
1961,Woman,British Columbia,37000,Liberal Party
1952,Woman,Quebec,100000,Conservative Party
1986,Woman,Quebec,34000,Green Party
1992,Man,Quebec,130000,Bloc Québécois
1995,Woman,Ontario,60000,Liberal Party
1987,Man,Saskatchewan,70000,People's Party
2000,Man,Ontario,36000,Green Party
1950,Man,Quebec,86000,Conservative Party
1959,Woman,British Columbia,22000,Conservative Party
1993,Woman,Quebec,20000,ndp
2001,Man,Alberta,50000,ndp
1953,Woman,Ontario,52000,Conservative Party
1990,Woman,Ontario,50000,Liberal Party
1961,Man,Manitoba,210000,Green Party
1995,Woman,Ontario,82000,Conservative Party
1995,Man,Ontario,75000,Green Party
1954,Man,British Columbia,35000,Liberal Party
1956,Woman,Quebec,50000,Conservative Party
1986,Woman,Saskatchewan,18000,Green Party
1990,Man,Quebec,12000,Liberal Party
1985,Woman,Saskatchewan,75000,Conservative Party
1985,Woman,Ontario,110000,People's Party
1950,Man,Manitoba,55000,Conservative Party
1988,Man,Alberta,235000,Liberal Party
1987,Woman,Manitoba,85000,Liberal Party
1950,Man,Quebec,90000,Green Party
1961,Man,Quebec,165000,Liberal Party
1988,Man,Alberta,150000,ndp
1962,Man,Quebec,52000,Conservative Party
1950,Woman,Saskatchewan,29999,Conservative Party
1961,Man,Alberta,149000,Liberal Party
1957,Man,Quebec,50000,Liberal Party
1988,Woman,Ontario,72000,ndp
1993,Man,Alberta,55000,Liberal Party
1959,Woman,Ontario,43000,Liberal Party
1990,Woman,Ontario,90000,Conservative Party
1961,Woman,Quebec,95000,Liberal Party
1962,Man,Quebec,347000,Liberal Party
1994,Man,Ontario,84650,Conservative Party
1995,Man,British Columbia,45999,Conservative Party
1993,Woman,Ontario,678000,Conservative Party
1953,Woman,Quebec,75000,Liberal Party
1985,Man,Quebec,75000,Green Party
1953,Man,British Columbia,21000,Conservative Party
1949,Man,Quebec,62000,Bloc Québécois
1993,Man,Alberta,120000,Conservative Party
1961,Man,Ontario,64000,Green Party
1991,Man,Ontario,60000,Conservative Party
1988,Man,Ontario,75000,ndp
1995,Man,British Columbia,350000,Liberal Party
1949,Man,Ontario,72000,Liberal Party
1997,Woman,Ontario,25000,Green Party
1986,Man,Ontario,120000,Green Party
1990,Man,Quebec,100000,Bloc Québécois
1990,Woman,Quebec,12500,ndp
1999,Man,Quebec,9567,Green Party
1989,Woman,British Columbia,69843,Conservative Party
1993,Woman,Alberta,19000,Liberal Party
1990,Man,Quebec,75000,Liberal Party
1997,Woman,Manitoba,40000,ndp
1955,Woman,Saskatchewan,47000,Liberal Party
1989,Woman,Quebec,74000,ndp
1946,Man,British Columbia,59000,Green Party
1996,Woman,Alberta,125000,ndp
1987,Woman,Alberta,2200,Liberal Party
1998,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Manitoba,8000,Green Party
1984,Woman,Quebec,40000,Liberal Party
1981,Man,Alberta,75000,Liberal Party
1977,Woman,British Columbia,130000,Liberal Party
1990,Man,Ontario,86000,Conservative Party
1980,Man,Quebec,110000,Liberal Party
1990,Woman,British Columbia,125000,Conservative Party
1973,Man,Ontario,95000,Green Party
1946,Man,New Brunswick,119000,Conservative Party
1984,Woman,Ontario,240000,Conservative Party
1966,Woman,Quebec,24000,Liberal Party
1982,Man,Quebec,25000,Liberal Party
1984,Woman,Quebec,28000,ndp
1960,Woman,Quebec,45000,Conservative Party
1989,Man,Ontario,75000,Liberal Party
1966,Woman,Quebec,80000,Liberal Party
1967,Woman,Quebec,45000,Bloc Québécois
1962,Woman,Quebec,120000,Bloc Québécois
1976,Man,Nova Scotia,20000,Conservative Party
1982,Man,British Columbia,30000,ndp
1978,Man,Quebec,55000,Conservative Party
1972,Man,Ontario,67000,Conservative Party
1977,Woman,Quebec,50000,Conservative Party
1949,Woman,Quebec,71000,Conservative Party
1986,Woman,Quebec,100000,Green Party
1988,Woman,Quebec,25000,Liberal Party
1990,Woman,Quebec,43000,Liberal Party
1942,Man,Quebec,73000,Liberal Party
1983,Woman,Quebec,115000,Liberal Party
1984,Woman,Alberta,75000,People's Party
2001,Man,Quebec,65000,ndp
1984,Man,Ontario,55000,Another party (please specify)
1996,Man,Quebec,30000,Green Party
1971,Man,Quebec,150000,Green Party
1978,Man,Ontario,850000,Conservative Party
1996,Woman,Ontario,68978,ndp
1990,Woman,Ontario,54000,ndp
1947,Woman,Quebec,84000,Liberal Party
1953,Woman,Ontario,42000,Conservative Party
1993,Woman,Quebec,29999,ndp
1997,Man,Ontario,100000,Liberal Party
1983,Woman,Ontario,175000,Liberal Party
1992,Woman,Ontario,80000,Liberal Party
1991,Woman,Ontario,40000,People's Party
1959,Woman,Newfoundland and Labrador,60000,ndp
1967,Woman,Ontario,34000,Liberal Party
1944,Man,Quebec,70000,Liberal Party
1963,Woman,Quebec,129000,Liberal Party
1920,Woman,Ontario,70000,ndp
1994,Woman,Ontario,45000,Liberal Party
2000,Woman,Alberta,45000,People's Party
1973,Woman,Ontario,64000,Conservative Party
1979,Man,Quebec,160000,Bloc Québécois
1959,Woman,Quebec,70000,Bloc Québécois
1987,Woman,Ontario,65000,Liberal Party
2000,Man,Quebec,80000,Liberal Party
1956,Man,Quebec,60000,Liberal Party
1979,Man,Alberta,84000,Conservative Party
1989,Woman,Ontario,30000,Green Party
1941,Man,Newfoundland and Labrador,36000,ndp
1970,Man,Alberta,110000,Conservative Party
1975,Woman,Quebec,102000,Liberal Party
1948,Man,Saskatchewan,19000,ndp
1975,Woman,Manitoba,150000,Liberal Party
1963,Woman,Ontario,40000,Green Party
1978,Woman,Quebec,20000,Conservative Party
1969,Woman,Nova Scotia,80000,Green Party
1946,Man,Newfoundland and Labrador,67000,ndp
1953,Man,Ontario,21000,Liberal Party
1987,Woman,Ontario,80000,Liberal Party
1984,Man,Alberta,120000,ndp
1960,Woman,Saskatchewan,75000,ndp
1952,Man,Nova Scotia,100000,Green Party
1968,Woman,Ontario,54000,Liberal Party
1968,Woman,Quebec,58000,Green Party
1990,Woman,Ontario,50000,Liberal Party
1952,Woman,British Columbia,75000,Conservative Party
1944,Man,Ontario,38000,Green Party
1953,Man,Alberta,200000,Conservative Party
1970,Man,Ontario,93000,Liberal Party
1982,Woman,Ontario,90000,Conservative Party
1962,Woman,Nova Scotia,200000,Green Party
1995,Man,Ontario,65000,Conservative Party
1994,Woman,Quebec,35000,Green Party
1978,Man,Ontario,75000,Conservative Party
1989,Woman,Quebec,100000,Bloc Québécois
1991,Woman,Ontario,95000,Conservative Party
1967,Woman,Ontario,180000,Conservative Party
1994,Woman,Ontario,22000,Liberal Party
1986,Woman,British Columbia,120000,Conservative Party
1948,Woman,Saskatchewan,160000,Conservative Party
1969,Woman,Manitoba,150000,Liberal Party
1987,Woman,Ontario,16500,ndp
1960,Man,Ontario,25000,Green Party
1958,Man,Ontario,148000,Conservative Party
1997,Woman,Alberta,7000,Liberal Party
1985,Woman,Quebec,120000,Liberal Party
1960,Man,British Columbia,30000,ndp
1951,Man,Quebec,75000,Liberal Party
1950,Man,Ontario,125000,Liberal Party
1953,Man,Alberta,110000,Conservative Party
1951,Man,Alberta,27000,Conservative Party
1928,Woman,Ontario,78,Liberal Party
1940,Man,Quebec,55000,Liberal Party
1959,Man,Ontario,85000,Conservative Party
1958,Man,Quebec,60000,Liberal Party
1972,Woman,Nova Scotia,83000,Green Party
1946,Man,Quebec,85000,Liberal Party
1966,Woman,Alberta,95000,Conservative Party
1959,Man,British Columbia,120000,Liberal Party
1968,Man,Ontario,24000,Liberal Party
1972,Woman,Alberta,65000,ndp
1959,Woman,Ontario,80000,Liberal Party
1975,Woman,Ontario,55000,Liberal Party
1961,Man,Nova Scotia,95000,Liberal Party
1949,Woman,Quebec,60000,Green Party
1953,Woman,Ontario,135000,Green Party
1961,Woman,Ontario,26000,Conservative Party
1950,Woman,Newfoundland and Labrador,150000,Liberal Party
1963,Woman,Quebec,85000,Liberal Party
1993,Woman,Quebec,65000,Green Party
1964,Man,Ontario,204000,Conservative Party
1972,Woman,Ontario,72000,Conservative Party
1957,Man,British Columbia,100000,Conservative Party
1962,Woman,Ontario,20000,Conservative Party
1962,Man,Quebec,150000,Liberal Party
1988,Woman,Alberta,170000,Conservative Party
1996,Man,Quebec,69000,Liberal Party
1974,Man,Alberta,195000,Liberal Party
1969,Man,Alberta,120000,Conservative Party
1947,Woman,Ontario,21800,Conservative Party
1970,Man,Alberta,90000,Conservative Party
1960,Man,Ontario,250000,Liberal Party
1978,Man,New Brunswick,74000,Liberal Party
1966,Woman,Quebec,90000,Green Party
1953,Man,Alberta,20000,Liberal Party
1982,Woman,Quebec,28000,Liberal Party
1954,Man,Alberta,23000,Another party (please specify)
1953,Woman,Ontario,70000,Liberal Party
1951,Woman,Ontario,25000,Conservative Party
1993,Woman,Ontario,29000,ndp
1978,Woman,Ontario,190000,Conservative Party
1961,Man,Quebec,91000,Bloc Québécois
1969,Man,Ontario,180000,Liberal Party
1965,Man,Quebec,23000,Conservative Party
1951,Man,Alberta,38000,Liberal Party
1954,Man,British Columbia,50000,Green Party
1983,Man,Alberta,150000,ndp
1969,Woman,Quebec,110000,ndp
1970,Man,Ontario,35000,ndp
1989,Woman,Alberta,60000,Conservative Party
1979,Woman,Nova Scotia,40000,Liberal Party
1968,Woman,Quebec,80000,Conservative Party
1960,Woman,Ontario,75000,Liberal Party
1951,Man,Ontario,55000,Conservative Party
1983,Man,Quebec,64000,Conservative Party
1957,Man,Manitoba,125000,Another party (please specify)
1970,Woman,British Columbia,124000,Liberal Party
1976,Woman,Quebec,13500,People's Party
1942,Man,Ontario,125000,Conservative Party
1950,Woman,British Columbia,35000,Conservative Party
1969,Woman,Ontario,40000,Green Party
1944,Man,British Columbia,40000,Liberal Party
1949,Man,Ontario,144000,Green Party
1956,Man,Ontario,80000,Liberal Party
1949,Woman,Ontario,74000,Conservative Party
1956,Woman,Ontario,120000,Liberal Party
1981,Man,Ontario,150000,Liberal Party
1981,Woman,Newfoundland and Labrador,122000,Liberal Party
1988,Man,Alberta,105000,Conservative Party
1945,Woman,Nova Scotia,39000,Liberal Party
1962,Woman,Alberta,200000,Liberal Party
1946,Man,Ontario,85000,Conservative Party
1957,Man,Quebec,42000,Bloc Québécois
1957,Woman,British Columbia,50000,Green Party
1948,Man,Ontario,83000,Liberal Party
1985,Woman,British Columbia,49000,Conservative Party
1953,Man,Ontario,125000,Liberal Party
1967,Woman,New Brunswick,125000,Liberal Party
1958,Man,Ontario,138000,Conservative Party
1967,Woman,Ontario,86000,Liberal Party
1996,Woman,British Columbia,35000,Liberal Party
1995,Woman,Ontario,58000,ndp
1955,Man,Ontario,16000,Green Party
1981,Man,Ontario,10000,Green Party
1957,Man,Ontario,60000,Liberal Party
1955,Man,Quebec,80000,Bloc Québécois
1965,Woman,Newfoundland and Labrador,12000,Liberal Party
1959,Man,Alberta,86000,Conservative Party
1956,Man,British Columbia,72000,Conservative Party
1952,Woman,Ontario,82500,Conservative Party
1960,Woman,Nova Scotia,145000,Liberal Party
1979,Woman,Newfoundland and Labrador,80000,Liberal Party
1946,Woman,Quebec,40000,Liberal Party
1951,Woman,Ontario,32000,Conservative Party
1992,Woman,Quebec,30000,Liberal Party
1972,Man,Alberta,200000,People's Party
1965,Man,Ontario,84216,Conservative Party
1988,Woman,Alberta,84000,Conservative Party
1993,Woman,Ontario,120000,Liberal Party
1965,Woman,New Brunswick,100000,Liberal Party
1972,Woman,Ontario,230000,Liberal Party
1990,Woman,British Columbia,99000,Conservative Party
1967,Woman,Ontario,24000,ndp
1986,Man,Quebec,110000,Liberal Party
1949,Man,Ontario,75000,Conservative Party
1980,Woman,British Columbia,90000,Conservative Party
1982,Woman,New Brunswick,15000,Liberal Party
1957,Woman,Alberta,101500,Conservative Party
1978,Woman,Alberta,125000,Conservative Party
1999,Man,Ontario,10000,Liberal Party
1985,Woman,New Brunswick,14000,People's Party
1953,Man,Ontario,69000,Conservative Party
1976,Woman,British Columbia,10000,Liberal Party
1950,Man,Ontario,110000,Liberal Party
1963,Woman,Alberta,75000,Conservative Party
1949,Man,Ontario,47500,ndp
1978,Woman,Ontario,150000,Conservative Party
1955,Man,Alberta,110000,Conservative Party
1958,Man,Quebec,180000,Liberal Party
1954,Man,Saskatchewan,95000,Conservative Party
1961,Woman,Ontario,101000,ndp
1983,Man,Nova Scotia,140000,Liberal Party
1972,Man,Ontario,84000,Conservative Party
1954,Woman,Saskatchewan,175000,Conservative Party
1947,Man,British Columbia,150000,Green Party
1978,Woman,Ontario,50000,Conservative Party
1952,Woman,Alberta,100000,Liberal Party
1948,Man,Ontario,180000,Liberal Party
1968,Man,Ontario,25000,Conservative Party
1986,Woman,Ontario,89000,Conservative Party
1968,Man,Ontario,70000,People's Party
1960,Woman,Quebec,36000,Conservative Party
1984,Man,Quebec,143000,Green Party
1988,Man,Ontario,100000,Liberal Party
1989,Woman,Alberta,180000,Conservative Party
1998,Woman,British Columbia,15000,ndp
1961,Man,Ontario,500000,Liberal Party
1969,Woman,Ontario,3000,ndp
1960,Woman,British Columbia,85000,Liberal Party
1948,Woman,Ontario,80000,Conservative Party
1983,Man,Ontario,150000,Green Party
1949,Man,Manitoba,99000,Liberal Party
1981,Woman,Quebec,150000,Liberal Party
1994,Woman,British Columbia,24000,ndp
1949,Man,Ontario,100000,Liberal Party
1990,Woman,Ontario,11000,ndp
1957,Man,British Columbia,120,Liberal Party
1941,Woman,New Brunswick,38000,Green Party
1988,Woman,Quebec,49000,ndp
1960,Woman,Quebec,72000,Bloc Québécois
1946,Man,Newfoundland and Labrador,125,Liberal Party
1991,Woman,British Columbia,125000,Conservative Party
1965,Woman,Alberta,149000,Liberal Party
