resp,urban,region,age,educattgen,marstat,abortion,hdi,hdi_c
2200,rural,western,24,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
2201,urban,kampala,11,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
2202,rural,central 2,19,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
2203,rural,south west,20,primary/middle school,currently married,0,0.518,-0.2540235000400994
2204,urban,karamoja,18,secondary/post-primary,currently living with partner,0,0.45,-1.4984059699498786
2205,urban,karamoja,12,secondary/post-primary,currently living with partner,0,0.45,-1.4984059699498786
2206,rural,east central,33,primary/middle school,currently living with partner,1,0.53,-0.03442659358543225
2207,rural,central 1,18,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
2208,urban,south west,17,secondary/post-primary,currently living with partner,0,0.518,-0.2540235000400994
2209,rural,western,20,primary/middle school,currently married,0,0.499,-0.6017186019266556
2210,rural,karamoja,15,primary/middle school,never married,0,0.45,-1.4984059699498786
2211,rural,east central,15,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
2212,rural,north,30,primary/middle school,currently married,0,0.475,-1.0409124148359898
2213,rural,north,10,primary/middle school,never married,1,0.475,-1.0409124148359898
2214,rural,east central,14,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
2215,urban,kampala,22,secondary/post-primary,currently married,0,0.639,1.9602453067111254
2216,rural,eastern,13,primary/middle school,currently married,0,0.526,-0.10762556240365462
2217,urban,kampala,21,secondary/post-primary,currently married,0,0.639,1.9602453067111254
2218,urban,kampala,15,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
2219,rural,eastern,26,primary/middle school,currently living with partner,1,0.526,-0.10762556240365462
2220,rural,south west,33,primary/middle school,currently married,0,0.518,-0.2540235000400994
2221,rural,north,32,primary/middle school,currently married,1,0.475,-1.0409124148359898
2222,rural,eastern,14,primary/middle school,currently married,0,0.526,-0.10762556240365462
2223,urban,kampala,16,secondary/post-primary,currently living with partner,1,0.639,1.9602453067111254
2224,rural,north,11,never attended,currently living with partner,0,0.475,-1.0409124148359898
2225,rural,west nile,16,tertiary/post-secondary,currently married,0,0.486,-0.8396152505858784
2226,rural,central 1,15,tertiary/post-secondary,never married,0,0.54,0.14857082846012368
2227,rural,east central,12,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
2228,rural,eastern,15,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
2229,rural,western,28,primary/middle school,divorced or separated,0,0.499,-0.6017186019266556
2230,rural,karamoja,15,never attended,currently living with partner,0,0.45,-1.4984059699498786
2231,urban,western,31,secondary/post-primary,currently married,0,0.499,-0.6017186019266556
2232,rural,north,14,secondary/post-primary,divorced or separated,0,0.475,-1.0409124148359898
2233,rural,western,14,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
2234,rural,eastern,16,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
2235,urban,eastern,37,secondary/post-primary,currently married,1,0.526,-0.10762556240365462
2236,rural,north,35,primary/middle school,currently married,0,0.475,-1.0409124148359898
2237,rural,central 2,36,primary/middle school,currently living with partner,0,0.586,0.990358969869679
2238,urban,kampala,27,secondary/post-primary,currently married,0,0.639,1.9602453067111254
2239,rural,east central,10,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
2240,rural,south west,33,secondary/post-primary,currently married,0,0.518,-0.2540235000400994
2241,urban,kampala,18,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
2242,rural,west nile,22,primary/middle school,currently married,0,0.486,-0.8396152505858784
2243,urban,kampala,29,primary/middle school,currently married,0,0.639,1.9602453067111254
2244,rural,east central,28,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
2245,urban,south west,10,secondary/post-primary,currently living with partner,0,0.518,-0.2540235000400994
2246,rural,north,19,primary/middle school,currently married,0,0.475,-1.0409124148359898
2247,rural,east central,15,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
2248,rural,east central,31,secondary/post-primary,divorced or separated,1,0.53,-0.03442659358543225
2249,urban,kampala,22,secondary/post-primary,currently married,1,0.639,1.9602453067111254
2250,rural,central 1,20,primary/middle school,currently married,0,0.54,0.14857082846012368
2251,urban,kampala,15,secondary/post-primary,currently married,0,0.639,1.9602453067111254
2252,rural,eastern,30,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
2253,rural,south west,15,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
2254,urban,kampala,30,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
2255,rural,eastern,15,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
2256,urban,kampala,13,primary/middle school,currently married,0,0.639,1.9602453067111254
2257,rural,east central,11,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
2258,urban,kampala,11,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
2259,rural,east central,27,primary/middle school,currently married,1,0.53,-0.03442659358543225
2260,rural,central 2,9,primary/middle school,currently living with partner,0,0.586,0.990358969869679
2261,rural,eastern,8,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
2262,rural,south west,30,primary/middle school,currently married,0,0.518,-0.2540235000400994
2263,urban,karamoja,26,secondary/post-primary,currently married,0,0.45,-1.4984059699498786
2264,rural,karamoja,28,primary/middle school,currently married,0,0.45,-1.4984059699498786
2265,rural,eastern,22,primary/middle school,currently married,0,0.526,-0.10762556240365462
2266,rural,west nile,15,primary/middle school,currently married,0,0.486,-0.8396152505858784
2267,rural,east central,34,primary/middle school,currently married,0,0.53,-0.03442659358543225
2268,rural,east central,30,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
2269,rural,east central,8,secondary/post-primary,never married,0,0.53,-0.03442659358543225
2270,rural,eastern,18,primary/middle school,currently married,0,0.526,-0.10762556240365462
2271,rural,western,38,primary/middle school,currently married,0,0.499,-0.6017186019266556
2272,urban,south west,16,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
2273,rural,western,35,primary/middle school,divorced or separated,0,0.499,-0.6017186019266556
2274,rural,central 2,28,primary/middle school,divorced or separated,0,0.586,0.990358969869679
2275,rural,eastern,19,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
2276,rural,north,19,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
2277,rural,north,21,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
2278,rural,central 2,34,primary/middle school,divorced or separated,0,0.586,0.990358969869679
2279,rural,west nile,21,never attended,currently married,0,0.486,-0.8396152505858784
2280,rural,karamoja,24,never attended,currently living with partner,0,0.45,-1.4984059699498786
2281,rural,south west,28,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
2282,rural,eastern,9,primary/middle school,never married,0,0.526,-0.10762556240365462
2283,urban,western,29,primary/middle school,currently married,0,0.499,-0.6017186019266556
2284,rural,eastern,19,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
2285,urban,west nile,10,primary/middle school,currently married,0,0.486,-0.8396152505858784
2286,urban,west nile,13,secondary/post-primary,divorced or separated,0,0.486,-0.8396152505858784
2287,rural,north,37,never attended,currently living with partner,0,0.475,-1.0409124148359898
2288,rural,karamoja,16,never attended,currently living with partner,0,0.45,-1.4984059699498786
2289,rural,east central,12,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
2290,rural,central 1,13,secondary/post-primary,never married,0,0.54,0.14857082846012368
2291,urban,west nile,21,secondary/post-primary,currently married,0,0.486,-0.8396152505858784
2292,rural,south west,14,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
2293,urban,central 2,28,never attended,currently living with partner,0,0.586,0.990358969869679
2294,rural,central 2,15,primary/middle school,currently living with partner,0,0.586,0.990358969869679
2295,rural,central 1,21,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
2296,rural,central 2,15,primary/middle school,currently married,0,0.586,0.990358969869679
2297,rural,west nile,39,tertiary/post-secondary,currently married,0,0.486,-0.8396152505858784
2298,rural,karamoja,27,never attended,currently married,0,0.45,-1.4984059699498786
2299,rural,central 2,17,primary/middle school,currently married,0,0.586,0.990358969869679
2300,urban,kampala,10,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
2301,rural,western,38,never attended,currently living with partner,0,0.499,-0.6017186019266556
2302,rural,north,20,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
2303,rural,central 2,31,primary/middle school,currently living with partner,0,0.586,0.990358969869679
2304,urban,kampala,13,secondary/post-primary,currently married,0,0.639,1.9602453067111254
2305,rural,eastern,14,secondary/post-primary,divorced or separated,0,0.526,-0.10762556240365462
2306,rural,east central,17,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
2307,rural,north,32,never attended,currently married,0,0.475,-1.0409124148359898
2308,rural,south west,32,never attended,currently married,0,0.518,-0.2540235000400994
2309,rural,eastern,6,secondary/post-primary,never married,0,0.526,-0.10762556240365462
2310,rural,eastern,10,primary/middle school,never married,0,0.526,-0.10762556240365462
2311,rural,north,31,primary/middle school,currently married,1,0.475,-1.0409124148359898
2312,rural,central 2,18,primary/middle school,currently married,0,0.586,0.990358969869679
2313,rural,east central,16,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
2314,rural,north,9,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
2315,rural,north,15,primary/middle school,divorced or separated,1,0.475,-1.0409124148359898
2316,rural,west nile,12,primary/middle school,currently married,0,0.486,-0.8396152505858784
2317,rural,north,13,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
2318,urban,kampala,39,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
2319,urban,central 1,14,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
2320,urban,central 2,23,tertiary/post-secondary,currently living with partner,0,0.586,0.990358969869679
2321,rural,west nile,18,primary/middle school,currently married,0,0.486,-0.8396152505858784
